date,sentence,lvl1
1965,"New York William Morrow , 1965 ",relevant
1969,"New ork Oxford University Press , 1969 ",relevant
1975,"New York Harper Row , 1975 ",relevant
1941,"Operation BARBAROSSA Hitler Invasion Russia , 1941 ",relevant
1978,"New ork Bantam Books , 1978 ",relevant
1964,"Dutton , 1964 ",irrelevant
1987,"Government Printing fice , 1987 ",irrelevant
1889,"Born December 23 , 1889 , Portland , Oregon , Daniel Edward Barbey graduat ed YOU.S ",relevant
1912,Naval Academy Annapolis 1912 ,irrelevant
1922,"Following war , Barbey station Wales Turkey return sea duty 1922 ",relevant
1928,"1928 1931 , Barbey serve anadministrator YOU.S ",irrelevant
1933,"Promoted commander 1933 , Barbey held various position assign War Plans Section Bureau Navigation 1937 ",relevant
1940,"February 1940 , Barbey promote captain assume command battleship New ork ",relevant
1941,"January 1941 , Barbey becam e chief staff Rear Admiral Randall Jacobs Service Force Amphibious Force , Atlantic Fleet ",relevant
1942,Barbey promote rear admiral June 1942 staff chief naval operation Admiral Ernest King ,relevant
1943,"Janua ry 1943 , Barbey become commander Amphibious Force , Seventh Fleet , set headquarters Port Stevens , Australia ",relevant
1943,"Working General Douglas General Douglas MacArthur 1943 summer 1945 , Barbey command 56 amphibious landing suppor various invasion , include New Guinea , Philippines , Borneo ",relevant
1944,"Promoted vice admiral December 1944 , Barbey rank naval subordina te General Douglas MacArthur Southwest Pacific ",relevant
1947,"March 1947 September 1950 , Barbey command YOU.S ",irrelevant
1951,Barbey retire navy June 1951 ,irrelevant
1969,"Barbey die Bremerton , Washington , March 1 1 , 1969 ",irrelevant
1969,"Annapolis , MD Naval Institute Press , 1969 ",irrelevant
1944,"8 , New Guinea Marianas , Mar ch 1944August 1944 ",relevant
1953,"Boston Little , Brown , 1953 ",relevant
1953,"Boston Little , Brow n , 1953 ",irrelevant
1919,"Born Knigsber g , East Prussia , March 20 , 1919 , Gerhard Barkhorn join Luftwaf fe Marc h 1938 ",relevant
1939,"completion pilot training , post Staffel Squadron 3 , Jagdgeschwader Fighter Wing 2 3.JG2 , October 1939 ",relevant
1940,"August 1940 , transfer JG52 Battle Britain July 10 September 30 , 1940 ",relevant
1941,"Barkhorn not score first victory 120th mission , July 1 , 1941 ",relevant
1943,"Within year , total stood 60 , award Knight Cross , six month later , January 1943 , Oak Leaves ",relevant
1944,"January 23 , 1944 , Barkhorn become first Luftwaf fe fighter pilot flown 1,000 combat mission second reach 250 victory ",relevant
1944,"May 31 , 1944 , 273 victory , well way become lead ace Luftwaf fe severely wound dogfight ",relevant
1945,"Barkhorn score Barkhorn 301stand final victory January 5 , 1945.Barkhorn end Barkhorn wartime career major fly Me262 jet JV44 , Major General Adolf Galland Squadron Experts ",relevant
1945,"Injuries crash land take Barkhorn combat permanently April 21 , 1945 ",relevant
1945,"end war , surrender Americans held prisoner September 1945 ",irrelevant
1956,Barkhorn postwar career include service Federal Republic Germany West Germany air force 1956 retirement major general 1976 ,relevant
1983,"January 6 , 1983 , wife , Christl , involve serious automobile accident near Kln Cologne ",relevant
1983,"Christl die scene , Barkhorn die hospital Kln January 8 , 1983 ",relevant
1996,"Mechanicsbur g , PA Stackpole Books , 1996 ",irrelevant
1977,"Fallb rook , CA Aero , 1977 ",irrelevant
1938,"1938 , Royal Air Force RAF Balloon Command establish arrange system barrag e balloon strategic site Great Britain antiaircraft device guard community , port , industry ",relevant
1941,"Blitz August 1940May 1941 , balloon crew devote night duty keep barrage balloon effective defensive height position ",relevant
1944,"Smaller barrage balloon also use protect shipping , Smaller barrage balloon float Allied ship approach Normandy Dday landing June 6 , 1944 ",relevant
1944,"1944 , operator place circle 1,750 barrage balloon south London , balloon cable stop estimate 231 V 1 ",irrelevant
1942,"Marine Corps barrage balloon Parris Island , South Carolina , May 1942 ",irrelevant
1944,Royal Air Force Quarterly 163 Dec ember 1944 September 1945 167 ,relevant
1942,Flying Popular Aviation 313 September 1942 97 100 ,irrelevant
1941,"Air Force Historical Research Center , 1941 ",irrelevant
2010,"Bennington , VT Merriam , 2010 ",relevant
1942,Coast Artillery Journal 851 JanuaryFebruary 1942 2122 ,irrelevant
1942,"Barents Sea , Battle December 31 , 1942 Battle fought Barents Sea German surface warship British warship escort convoy JW51B Kola Inlet Soviet Union ",relevant
1942,"Followin g heavy loss sustain convoy PQ17 PQ18 summer 1942 , British temporarily suspend Arctic convoy Soviet Union ",irrelevant
1942,"late 1942 , German naval force command Vice Admiral Oskar Kummetz base Alta Fjord near Norway North Cape include pocket battleship Ltzow , heavy cruiser Admiral Hipper , 6 fleet destroyer Theodor Riedel , Richar Beitzen , Friedrich Eckoldt , Z29 , Z30 , Z31 ",relevant
1942,"Convoy JW 51B sail Scotland December 22 , 1942 , link Convoy JW 51B escort December 25 ",irrelevant
1000,1000 a.m,irrelevant
1100,Sometime 1100 a.m,irrelevant
1131,Sheffield Jamaica open fire Hipper 1131 a.m,relevant
2003,"London Cassell , 2003 ",relevant
1959,"New ork Berkley Books , 1959 ",relevant
2007,"Barn sley , South Yorkshire , UK Pen Sword Military , 2007 ",relevant
1886,"Born SaintAugnansur Cher November 26 , 1886 , Geor ge Barr graduate French Military Academy Saint Cyr 1912 ",relevant
1939,"December 1939 , Barr promote brigadier genus l , Germany invade France May 1940 , command 7th North African Infantry Division , deployed French frontier ",relevant
1940,"June 1940 armistice , Barr name head French delegation Italian demilita rization commission Libyan frontier ",relevant
1942,"Janua ry 1942 , prom oted major general appoint senior military commander Tunisia ",relevant
1942,"force land Africa November 1942 , Barr initially hedge Barr bet declare neutrality , prudent German reinforcement General Panzer Troops Walter Nehring swiftly arrive Tunisia , whereas Allies not yet land 5,000 men Allies originally promise send ",relevant
1942,"Early morning November 19 , 1942 , Nehring deliver ultimatum Barr , demand Barr withdrawal Barr stronghold ofMedjezelBab within three hour , dawn ",relevant
1943,"1943 , Barr promote lieutenant general ",relevant
1970,"Barr retire war die Paris January 22 , 1970 ",relevant
1950,"Paris Ber gerLevrault , 1950 ",irrelevant
1990,"Paris Gallimard , 1990 ",relevant
1992,"Barr , cet inconnu Plougrescant , France ditions ConfrerieCastille , 1992 ",relevant
1975,"New ork MasonCharter , 1975 ",relevant
1966,"Princeton , NJ Princeton University Press , 1966 ",irrelevant
1946,representative United Nations Atomic Energy Commission 1946 ,relevant
1870,"Born Camden , South Carolina , August 19 , 1870 , Bernard Mannes Baruch graduate City College New York 1889 ",relevant
1919,delegation Paris peace talk 1919 ,irrelevant
1940,"1940 , Baruch urge major increase American naval military strength support comprehensive mobilization entire civilian population YOU.S ",relevant
1942,Baruch also advocate price wage control push creation centralize government body tocontrol industrial production latter accomplish establishment War Production Board WPB January 1942 ,relevant
1944,"February 1944 , Baruch John Hancock , executive Lehman Brothers , cowrote lengthy report subm itted government detailed postw ar demobilization policy call rapid end government control economy ",relevant
1946,"early 1946 , President Truman appoint Baruch lead YOU.S ",relevant
1946,"UNAEC approve Baruch Plan December 1946 , United States never ratify United Nations resolution international treaty ",relevant
1965,"death New York City June 20 , 1965 , Baruch continued comment public policy issue active philant hropist Democratic Party operative ",relevant
1957,"New ork Henry Holt , 1957 ",relevant
1960,"New ork Holt , Rinehart W inston , 1960 ",relevant
1981,"Princeton , NJ Princeton University Press , 1981 ",irrelevant
1953,"New York Farrar , Straus oung , 1953 ",relevant
1981,"Chapel Hill University North Carolina Press , 1981 ",relevant
1941,"Bastico , Ettore 18761972 Italian Army field marshal appoint governor Libya 1941 ",relevant
1876,"Born Bologna April 9 , 1876 , Ettore Bastico join army 1896 serve elite Bersaglieri light infantry ",relevant
1912,"1912 , post Libya , take part pacification operation ",relevant
1928,"Promoted colonel World War , brigadier general 1928 , major general May 29 , 1932 , lieutenant general February 10 , 1936 , Bastico command division corp invasion Ethiopia ",relevant
1937,"close friend Italian dictator Benito Mussolini , Bastico dispatch Spain April 1937 head Italian expeditionary force support Nationalist side 19361939 Spanish Civil War ",relevant
1938,"Nevertheless , 1938 , Bastico receive comm Second Army , station border Yugoslavia , December 1940 , appoint governor Dodecanese Islands ",relevant
1941,"July 1941 , Bastico become governor Libya ",relevant
1942,"Nevertheless , Axis force able cooperate sufficiently force surrende r Tobruk June 1942 ",relevant
1942,"result , Bastic promote field marshal August 12 , 1942 ",relevant
1942,"surrender Tobruk June 1942 , Rommel usual disregard Basticos cautious directive invade Egypt ",relevant
1942,"Consequently , Axis force become overstretch , set stage decisive British countero ffensive El Alamein October 23November 4 , 1942 ",relevant
1943,"wake Axis defeat , Bastico relieve command February 1943 ",irrelevant
1947,Bastico retire army 1947 write threevolume study evolution warfare ,relevant
1972,"Bastico die Rome December 2 , 1972 ",irrelevant
1930,"Florence , Italy Casa Editrice Militare Italiana , 1930 ",relevant
1964,"Philadelphia Dufour Editions , 1964 ",irrelevant
1940,"Rommel North African Campaign , September 1940 November 1942 ",relevant
1999,"Conshohocken , P Combined Publishing , 1999 ",irrelevant
1981,"New ork Doubleday , 1981 ",relevant
1944,"Bastogne , Battle December 19 , 1944 January 9 , 1945 Key battle within December 16 , 1944January 25 , 1945 , German Ardennes Offensive Battle Bulge ",relevant
1944,First Army liberate Basto gne Ardennes area September 1944 ,irrelevant
1944,"soldier 4th Armored Division fire German troop American advance relieve pressure surround airborne troop Bastogne , Belgium , December 27 , 1944 ",relevant
1965,"Washington , DC Office Chief Military History , Department Army , 1965 ",relevant
1945,"Hitler Last Gamble Battle Bulge , December 1944January 1945 ",relevant
1994,"New ork HarperCollins , 1994 ",relevant
1944,"Reich Last Gamble Ardennes Offensive , December 1944 ",relevant
2000,"London Cassell , 2000 ",relevant
1985,"New ork William Morrow , 1985 ",relevant
1946,"Washington , DC Infantry Journal Press , 1946 ",irrelevant
2006,"London Greenhill Books , 2006 ",relevant
1942,"Bataan , Battle January 7April 9 , 1942 Key battle fail American defense Philippine Islands 1941 1942 ",relevant
1941,"entry war follow December 7 , 1941 , attack Pearl Harbor ",relevant
1941,"element Lieutenant General Homma Masaharu Fourteenth Army land Lingayen Gulf December 22 , 1941 , element Lieutenant General Homma Masaharu Fourteenth Army become apparent MacArthur new plan would not work ",relevant
1942,"lose main line defense late January 1942 , secondary line , stop Homma force midFebruary ",relevant
1942,"newspaper April 9 , 1942 , displayed newsstand corner drugstore Hayward , California , announce YOU.S ",irrelevant
2003,"New ork Books , 2003 ",relevant
1953,"Washington , DC fice Chief Military History , Department Army , 1953 ",relevant
1942,"Bataan Last DitchThe Bataan Campaign , 1942 ",irrelevant
1990,"New York Hippocre ne Books , 1990 ",relevant
2009,"Jefferson , NC McFarland , 2009 ",relevant
1945,"Bataan Corregidor , Recapture January 29February 8 , 1945 Following invasion Luzon , rapid advance YOU.S ",relevant
1945,"January 29 , 1945 , 38th Division land San Narc iso area Zambales Province ",irrelevant
1622,Corregidor take February 1622 follow heavy YOU.S ,irrelevant
1946,"Several dozen Japanese straggler survive cave tunnel , 20 surface January 1946 ",irrelevant
1945,"Southwest Pacific theater commander General Douglas MacArthur return Corregidor March 2 , 1945 , impressive flagraising ceremony ",relevant
1959,"Boston Little , Brow n , 1959 ",irrelevant
1963,"Government Printing fice , 1963 ",irrelevant
1942,"Bataan Death March April 1942 Forced march 12,000 YOU.S ",irrelevant
1942,"April 3 , 1942 , Japanese general Homma Masaharu launch new offensive Bataan defender ",irrelevant
1942,"trek begin April 10 , 1942 , last week ",irrelevant
1993,"Norman University Oklahoma Press , 1993 ",relevant
1995,"Jefferson , NC McFarland , 1995 ",relevant
1962,"New ork Norton , 1962 ",relevant
1990,"Nashville , TN V anderbilt University Press , 1990 ",irrelevant
